SMILES,TotalEnergy,ElectronicEnergy,CoreRepulsion,FinalHeat,IonisationPotential,HomoEnergy,LumoEnergy,DipolPointCharge,DipolHybrid,DipolSum,ElectronNuclear,ElectronElectron,ResonanceEnergy,ExchangeEnergy,ElectronElectronRepulsion,ElectronNuclearAttraction,NuclearNuclearRepulsion,TotalElectrostaticInteraction,PrincipalMomentsInertiaA,PrincipalMomentsInertiaB,PrincipalMomentsInertiaC,CosmoArea,CosmoVolume,NumberFilledLevels,MullikenElectronegativity,AbsoluteHardness:,AbsoluteSoftness:,SchuurmannMOShiftAlpha,TotalElectrophilicDelocalizability,TotalNucleophilicDelocalizability,TotalSelfPolarizability,HomoLumoGap,HomoLumoFraction,Electrophilicity,PolarizabilityAnisotropy
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4690.0,-34600.0,29900.0,-241.0,9.83,-9.83,-1.02,9.48,1.34,9.08,-7160.0,3050.0,-585.0,-242.0,29300.0,-58900.0,29900.0,244.0,2390.0,6160.0,7890.0,329.0,372.0,66.0,5.43,4.4,0.114,-5.43,-11.5,-9.04,-4.09,8.81,1.23,3.34,0.00304
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=CC=C1[N+]([O-])=O,-4690.0,-35600.0,30900.0,-230.0,10.0,-10.0,-1.26,3.37,1.46,3.65,-7150.0,3040.0,-585.0,-242.0,30300.0,-61000.0,30900.0,245.0,2830.0,4110.0,6340.0,320.0,374.0,66.0,5.65,4.39,0.114,-5.65,-11.9,-8.79,-4.1,8.79,1.29,3.64,0.00508
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=CC=C1[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C\C(O)=N/[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=CC=C1[N+]([O-])=O,-4690.0,-36000.0,31300.0,-238.0,9.82,-9.82,-1.01,6.63,1.48,5.32,-7150.0,3040.0,-585.0,-243.0,30800.0,-61900.0,31300.0,245.0,2650.0,4000.0,5930.0,313.0,376.0,66.0,5.42,4.4,0.114,-5.42,-11.8,-8.87,-4.13,8.81,1.23,3.33,0.0022
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=CC=C1[N+]([O-])=O,-4690.0,-36000.0,31300.0,-242.0,9.98,-9.98,-1.55,7.06,1.24,6.9,-7160.0,3050.0,-586.0,-242.0,30700.0,-61700.0,31300.0,245.0,2460.0,4580.0,5930.0,314.0,368.0,66.0,5.77,4.22,0.119,-5.77,-12.2,-8.64,-4.13,8.43,1.37,3.94,0.00413
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4690.0,-34900.0,30300.0,-243.0,10.2,-10.2,-1.29,3.37,1.29,2.43,-7160.0,3050.0,-585.0,-242.0,29600.0,-59600.0,30300.0,244.0,2230.0,5980.0,7510.0,320.0,373.0,66.0,5.73,4.44,0.113,-5.73,-11.9,-8.8,-4.05,8.87,1.29,3.7,0.0058
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC1=CC=C(C=C1)[N+]([O-])=O,-4690.0,-35200.0,30500.0,-244.0,10.3,-10.3,-1.37,5.36,1.84,4.5,-7160.0,3050.0,-585.0,-242.0,29900.0,-60200.0,30500.0,244.0,2080.0,5830.0,7180.0,315.0,372.0,66.0,5.84,4.47,0.112,-5.84,-12.0,-8.75,-4.07,8.93,1.31,3.81,0.00548
C\C(O)=N\[C@H]1[C@@H](OC2=CC=CC=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-3930.0,-29100.0,25200.0,-238.0,9.47,-9.47,-0.036,3.21,1.01,3.74,-5940.0,2550.0,-538.0,-226.0,24700.0,-49600.0,25200.0,224.0,2070.0,3190.0,4640.0,292.0,341.0,58.0,4.75,4.72,0.106,-4.75,-9.54,-8.26,-3.63,9.44,1.01,2.4,0.00295
C\C(O)=N/[C@H]1[C@@H](OC2=CC=CC=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-3930.0,-29200.0,25300.0,-237.0,9.4,-9.4,-0.003,2.62,1.45,2.84,-5940.0,2550.0,-538.0,-226.0,24800.0,-49800.0,25300.0,224.0,2040.0,3120.0,4530.0,290.0,342.0,58.0,4.7,4.7,0.106,-4.7,-9.49,-8.31,-3.68,9.4,1.0,2.35,0.00232
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(/O)C1=CC=CC=C1,-5170.0,-38500.0,33300.0,-299.0,9.8,-9.8,-0.705,3.76,1.82,5.49,-7730.0,3250.0,-636.0,-274.0,32700.0,-65800.0,33300.0,217.0,3400.0,5770.0,7130.0,345.0,406.0,70.0,5.25,4.55,0.11,-5.25,-11.3,-9.06,-4.08,9.09,1.16,3.03,0.00459
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(\O)C1=CC=CC=C1,-5170.0,-38900.0,33700.0,-299.0,9.8,-9.8,-0.578,2.13,1.27,2.8,-7730.0,3250.0,-636.0,-274.0,33100.0,-66600.0,33700.0,217.0,3270.0,5110.0,6670.0,346.0,415.0,70.0,5.19,4.61,0.108,-5.19,-11.1,-9.15,-4.1,9.22,1.13,2.92,0.00109
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(=O)C1=CC=CC=C1,-3930.0,-28700.0,24700.0,-240.0,9.62,-9.62,-0.388,1.95,1.06,2.89,-5940.0,2540.0,-541.0,-227.0,24200.0,-48700.0,24700.0,227.0,1430.0,4840.0,5170.0,297.0,343.0,58.0,5.01,4.62,0.108,-5.01,-9.85,-8.0,-3.65,9.24,1.08,2.71,0.00219
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/O)C1=CC=CC=C1,-3930.0,-28600.0,24600.0,-237.0,9.72,-9.72,-0.553,1.79,0.668,1.8,-5940.0,2550.0,-537.0,-226.0,24100.0,-48500.0,24600.0,224.0,1290.0,5230.0,5380.0,295.0,340.0,58.0,5.14,4.59,0.109,-5.14,-9.95,-7.88,-3.67,9.17,1.12,2.88,0.00498
CO[C@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-])C1=CC=CC=C1,-3980.0,-29500.0,25500.0,-108.0,9.68,-9.68,0.097,4.19,0.928,4.38,-5920.0,2490.0,-557.0,-233.0,25000.0,-50300.0,25500.0,239.0,1330.0,5400.0,6040.0,302.0,344.0,59.0,4.79,4.89,0.102,-4.79,-9.72,-9.09,-3.93,9.78,0.98,2.35,0.00226
CO[C@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-])C1=CC=CC=C1,-3980.0,-29500.0,25500.0,-107.0,9.7,-9.7,0.011,4.03,0.868,4.31,-5920.0,2490.0,-557.0,-233.0,25000.0,-50300.0,25500.0,239.0,1310.0,5450.0,6000.0,301.0,346.0,59.0,4.85,4.86,0.103,-4.85,-9.77,-9.04,-3.94,9.71,0.998,2.42,0.00229
CO[C@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-])C1=CC=CC=C1,-3980.0,-29900.0,25900.0,-111.0,9.68,-9.68,-0.156,4.54,0.824,4.74,-5930.0,2500.0,-557.0,-233.0,25400.0,-51000.0,25900.0,239.0,1320.0,4970.0,5470.0,296.0,344.0,59.0,4.92,4.76,0.105,-4.92,-9.79,-9.02,-3.97,9.53,1.03,2.54,0.00211
CO[C@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-])C1=CC=CC=C1,-3980.0,-29800.0,25900.0,-110.0,9.49,-9.49,-0.21,4.68,0.97,4.92,-5930.0,2500.0,-557.0,-233.0,25400.0,-51000.0,25900.0,238.0,1280.0,5030.0,5470.0,297.0,344.0,59.0,4.85,4.64,0.108,-4.85,-9.79,-9.01,-3.96,9.28,1.05,2.54,0.00191
COC1=CC=C(\C=N\[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-27600.0,23700.0,-227.0,9.13,-9.13,-0.547,2.71,0.9,3.38,-5940.0,2540.0,-537.0,-226.0,23200.0,-46600.0,23700.0,226.0,1090.0,6720.0,6890.0,301.0,343.0,58.0,4.84,4.29,0.117,-4.84,-9.55,-8.29,-3.68,8.58,1.13,2.73,0.00876
COC1=CC=C(\C=N\[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-28000.0,24100.0,-233.0,9.15,-9.15,-0.191,1.44,0.846,1.3,-5940.0,2550.0,-537.0,-226.0,23600.0,-47500.0,24100.0,225.0,1260.0,5830.0,6040.0,295.0,335.0,58.0,4.67,4.48,0.112,-4.67,-9.5,-8.33,-3.67,8.96,1.04,2.43,0.00374
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-3290.0,-21300.0,18000.0,-270.0,9.98,-9.98,0.771,3.54,0.976,3.14,-5050.0,2160.0,-412.0,-172.0,17600.0,-35400.0,18000.0,172.0,1020.0,2220.0,2640.0,239.0,269.0,47.0,4.6,5.38,0.093,-4.6,-7.43,-5.73,-2.61,10.8,0.857,1.97,0.00137
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-3290.0,-21300.0,18000.0,-270.0,10.1,-10.1,0.665,3.04,1.07,3.26,-5050.0,2160.0,-412.0,-172.0,17600.0,-35400.0,18000.0,172.0,938.0,2320.0,2680.0,238.0,269.0,47.0,4.72,5.39,0.0928,-4.72,-7.47,-5.71,-2.62,10.8,0.877,2.07,0.00189
CC(=O)N[C@H]1[C@@H](O)O[C@@H]2CO[C@H](O[C@H]2[C@H]1O)C1=CC=CC=C1,-4060.0,-29800.0,25700.0,-232.0,9.76,-9.76,-0.015,5.43,1.01,4.55,-6100.0,2610.0,-565.0,-237.0,25200.0,-50700.0,25700.0,235.0,1150.0,6490.0,6930.0,308.0,349.0,60.0,4.89,4.87,0.103,-4.89,-10.0,-8.63,-3.87,9.75,1.0,2.45,0.00475
C\C(O)=N\[C@H]1[C@@H](O)O[C@@H]2CO[C@H](O[C@H]2[C@H]1O)C1=CC=CC=C1,-4060.0,-30000.0,26000.0,-231.0,9.71,-9.71,0.037,3.16,1.74,2.33,-6110.0,2620.0,-561.0,-236.0,25500.0,-51200.0,26000.0,234.0,1310.0,5790.0,6590.0,306.0,343.0,60.0,4.84,4.88,0.103,-4.84,-10.1,-8.55,-3.86,9.75,0.992,2.4,0.00381
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N,-2720.0,-16200.0,13400.0,-218.0,9.35,-9.35,1.46,2.04,1.46,3.13,-4170.0,1790.0,-342.0,-142.0,13100.0,-26400.0,13400.0,146.0,936.0,1040.0,1600.0,201.0,220.0,39.0,3.95,5.41,0.0924,-3.95,-5.68,-5.0,-2.11,10.8,0.729,1.44,2.56E-4
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1[NH3+],-2740.0,-16000.0,13300.0,-213.0,9.61,-10.2,-5.12,1.92,1.81,3.27,-4200.0,1810.0,-347.0,-143.0,12900.0,-26000.0,13300.0,147.0,878.0,1450.0,1820.0,215.0,231.0,39.0,7.64,2.52,0.198,-7.64,-9.44,-3.93,-2.13,5.04,3.03,11.6,0.371
COC1=CC=C(\C=N\[C@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-28300.0,24400.0,-229.0,9.08,-9.08,0.001,2.2,1.08,1.9,-5940.0,2540.0,-538.0,-226.0,23900.0,-48000.0,24400.0,226.0,1400.0,4940.0,5730.0,294.0,340.0,58.0,4.54,4.54,0.11,-4.54,-9.38,-8.43,-3.67,9.08,1.0,2.27,0.00127
COC1=CC=C(\C=N\[C@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-28300.0,24400.0,-229.0,9.08,-9.08,0.001,2.2,1.08,1.9,-5940.0,2540.0,-538.0,-226.0,23900.0,-48000.0,24400.0,226.0,1400.0,4940.0,5730.0,294.0,340.0,58.0,4.54,4.54,0.11,-4.54,-9.38,-8.43,-3.71,9.08,1.0,2.27,0.00127
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OCC1=CC=CC=C1,-4080.0,-31400.0,27300.0,-254.0,9.69,-9.69,0.031,1.06,0.944,0.494,-6150.0,2640.0,-576.0,-242.0,26800.0,-53900.0,27300.0,239.0,1620.0,4760.0,5420.0,304.0,361.0,61.0,4.83,4.86,0.103,-4.83,-10.2,-8.4,-3.81,9.72,0.994,2.4,0.00132
C\C(O)=N\[C@H]1[C@H](OCC2=CC=CC=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-4080.0,-31400.0,27300.0,-249.0,9.78,-9.78,-0.087,3.78,0.993,2.82,-6150.0,2640.0,-572.0,-241.0,26800.0,-53900.0,27300.0,238.0,1450.0,4860.0,5350.0,300.0,356.0,61.0,4.93,4.85,0.103,-4.93,-10.3,-8.31,-3.88,9.69,1.02,2.51,0.00216
OC[C@H]1O[C@@H](OCC2=CC=CC=C2)[C@H](\N=C(\O)C(F)(F)F)[C@H](O)[C@@H]1O,-5440.0,-39300.0,33800.0,-386.0,9.85,-9.85,-0.592,1.84,1.43,1.59,-8420.0,3550.0,-578.0,-241.0,33200.0,-66800.0,33800.0,245.0,2420.0,6430.0,7570.0,323.0,389.0,70.0,5.22,4.63,0.108,-5.22,-11.5,-9.1,-4.09,9.26,1.13,2.94,0.00327
OC[C@H]1O[C@@H](OCC2=CC=CC=C2)[C@H](\N=C(/O)C(F)(F)F)[C@H](O)[C@@H]1O,-5440.0,-39100.0,33700.0,-390.0,9.92,-9.92,-0.316,4.62,0.847,4.03,-8420.0,3550.0,-578.0,-241.0,33100.0,-66500.0,33700.0,244.0,1630.0,8050.0,8380.0,322.0,385.0,70.0,5.12,4.8,0.104,-5.12,-11.3,-9.22,-4.06,9.6,1.07,2.73,0.00397
COC1=CC=C(\C=N/[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-28200.0,24300.0,-227.0,9.3,-9.3,-0.245,2.56,1.07,3.61,-5940.0,2540.0,-538.0,-226.0,23800.0,-47900.0,24300.0,226.0,1230.0,5560.0,5880.0,292.0,336.0,58.0,4.77,4.53,0.11,-4.77,-9.61,-8.27,-3.71,9.06,1.05,2.52,0.00273
COC1=CC=C(\C=N/[C@H]2[C@H](O)O[C@H](CO)[C@@H](O)[C@H]2O)C=C1,-3930.0,-28000.0,24100.0,-233.0,9.15,-9.15,-0.191,1.44,0.846,1.3,-5940.0,2550.0,-537.0,-226.0,23600.0,-47500.0,24100.0,225.0,1260.0,5830.0,6040.0,295.0,334.0,58.0,4.67,4.48,0.112,-4.67,-9.5,-8.33,-3.68,8.96,1.04,2.43,0.00374
C\C(O)=N/[C@H]1[C@H](OCC2=CC=CC=C2)O[C@H](CO)[C@@H](O)[C@H]1OCC1=CC=CC=C1,-5020.0,-44600.0,39600.0,-213.0,9.48,-9.48,0.074,2.75,0.574,2.31,-7440.0,3190.0,-768.0,-328.0,39000.0,-78300.0,39600.0,322.0,2780.0,9430.0,10200.0,388.0,482.0,78.0,4.7,4.78,0.105,-4.7,-13.1,-11.7,-5.37,9.55,0.985,2.31,0.00307
CC(=O)N[C@H]1[C@H](OCC2=CC=CC=C2)O[C@H](CO)[C@@H](O)[C@H]1OCC1=CC=CC=C1,-5020.0,-45500.0,40400.0,-226.0,9.32,-9.32,0.064,0.994,1.08,1.5,-7440.0,3190.0,-771.0,-328.0,39800.0,-79900.0,40400.0,322.0,2470.0,8910.0,9110.0,378.0,479.0,78.0,4.63,4.69,0.107,-4.63,-13.0,-11.8,-5.36,9.38,0.986,2.28,0.00193
N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OCC1=CC=CC=C1,-3520.0,-25200.0,21700.0,-199.0,9.46,-9.46,0.009,3.79,1.81,4.86,-5280.0,2260.0,-503.0,-212.0,21200.0,-42700.0,21700.0,212.0,1190.0,3520.0,3760.0,269.0,314.0,53.0,4.73,4.73,0.106,-4.73,-8.8,-7.28,-3.37,9.47,0.998,2.36,0.00108
[NH3+][C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OCC1=CC=CC=C1,-3530.0,-24900.0,21400.0,-184.0,9.61,-9.67,-5.07,1.41,1.48,1.09,-5300.0,2280.0,-507.0,-213.0,20900.0,-42100.0,21400.0,213.0,1450.0,3610.0,4280.0,281.0,327.0,53.0,7.37,2.3,0.217,-7.37,-13.0,-6.18,-3.38,4.6,3.2,11.8,0.113
CC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-3590.0,-25900.0,22300.0,-285.0,9.89,-9.89,1.11,3.95,0.576,3.9,-5460.0,2350.0,-482.0,-202.0,21800.0,-43900.0,22300.0,200.0,1540.0,2410.0,3110.0,265.0,309.0,53.0,4.39,5.5,0.0909,-4.39,-8.1,-6.65,-2.94,11.0,0.798,1.75,6.04E-4
CC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-3590.0,-25500.0,21900.0,-287.0,10.1,-10.1,0.712,3.2,1.09,3.55,-5460.0,2350.0,-482.0,-203.0,21400.0,-43100.0,21900.0,200.0,1400.0,2750.0,3500.0,269.0,312.0,53.0,4.68,5.39,0.0928,-4.68,-8.32,-6.46,-2.99,10.8,0.868,2.03,0.0014
OC[C@H]1O[C@@H](OCC2=CC=CC=C2)[C@H](NC(=O)OCC2=CC=CC=C2)[C@H](O)[C@@H]1O,-5170.0,-46400.0,41200.0,-271.0,9.73,-9.73,-0.075,1.38,1.04,0.94,-7740.0,3320.0,-750.0,-317.0,40600.0,-81500.0,41200.0,313.0,1800.0,9240.0,9800.0,358.0,454.0,78.0,4.9,4.83,0.104,-4.9,-13.4,-11.4,-5.21,9.65,1.02,2.49,1.99E-4
OC[C@H]1O[C@@H](OCC2=CC=CC=C2)[C@H](\N=C(/O)OCC2=CC=CC=C2)[C@H](O)[C@@H]1O,-5170.0,-43300.0,38100.0,-251.0,9.66,-9.65,0.004,1.78,0.855,0.959,-7730.0,3310.0,-747.0,-317.0,37400.0,-75200.0,38100.0,312.0,1890.0,13700.0,14000.0,396.0,466.0,78.0,4.83,4.83,0.104,-4.83,-13.1,-11.6,-5.23,9.66,0.999,2.41,0.00666
C\C(O)=N\[C@H]1[C@H](OCCN=[N+]=[N-])O[C@H](CO)[C@@H](O)[C@H]1O,-3990.0,-28800.0,24800.0,-203.0,9.85,-9.85,-0.089,2.58,0.908,3.12,-6040.0,2560.0,-506.0,-207.0,24300.0,-48900.0,24800.0,213.0,1540.0,3560.0,3950.0,275.0,325.0,57.0,4.97,4.88,0.102,-4.97,-9.2,-7.54,-3.34,9.76,1.02,2.53,7.45E-4
C\C(O)=N\[C@H]1[C@H](OCCN=[N+]=[N-])O[C@H](CO)[C@@H](O)[C@H]1O,-3990.0,-28000.0,24100.0,-196.0,10.1,-10.1,-0.429,4.65,1.14,5.73,-6040.0,2550.0,-507.0,-207.0,23500.0,-47400.0,24100.0,214.0,1570.0,3920.0,4890.0,284.0,333.0,57.0,5.26,4.83,0.103,-5.26,-9.51,-7.35,-3.33,9.66,1.09,2.86,0.00162
C\C(O)=N\[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC(C)(C)C,-3740.0,-27700.0,24000.0,-296.0,9.81,-9.81,0.872,3.76,1.28,4.6,-5660.0,2440.0,-516.0,-218.0,23500.0,-47200.0,24000.0,213.0,1820.0,2630.0,4040.0,285.0,336.0,56.0,4.47,5.34,0.0936,-4.47,-8.56,-7.01,-3.14,10.7,0.837,1.87,0.00199
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC(C)(C)C,-3740.0,-27700.0,24000.0,-296.0,9.73,-9.73,1.12,2.89,1.24,3.67,-5660.0,2440.0,-521.0,-219.0,23500.0,-47200.0,24000.0,216.0,1850.0,2640.0,3950.0,283.0,339.0,56.0,4.31,5.43,0.0921,-4.31,-8.36,-7.21,-3.11,10.9,0.794,1.71,3.44E-4
C\C(O)=N\[C@H]1[C@H](OC2=CC=C(Cl)C=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-4190.0,-30800.0,26600.0,-249.0,9.48,-9.48,-0.464,3.93,1.33,3.89,-6350.0,2710.0,-537.0,-225.0,26100.0,-52500.0,26600.0,223.0,2690.0,4800.0,6620.0,316.0,362.0,61.0,4.97,4.51,0.111,-4.97,-9.76,-8.43,-3.77,9.02,1.1,2.74,0.00344
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(Cl)C=C1,-4190.0,-30500.0,26300.0,-252.0,9.46,-9.46,-0.508,3.36,1.11,2.41,-6350.0,2700.0,-541.0,-226.0,25700.0,-51800.0,26300.0,225.0,2540.0,5300.0,7380.0,316.0,365.0,61.0,4.98,4.48,0.112,-4.98,-9.52,-8.64,-3.73,8.95,1.11,2.78,0.00425
CO[C@H]1[C@@H]([NH3+])[C@@H](O)O[C@H](CO)[C@H]1O,-2740.0,-16400.0,13700.0,-201.0,7.81,-9.76,-3.63,2.63,1.42,2.8,-4200.0,1810.0,-348.0,-143.0,13400.0,-26900.0,13700.0,148.0,708.0,1300.0,1670.0,204.0,222.0,39.0,6.7,3.06,0.163,-6.7,-8.35,-3.95,-2.12,6.13,2.19,7.32,0.0105
CO[C@H]1[C@@H](N)[C@@H](O)O[C@H](CO)[C@H]1O,-2730.0,-16100.0,13400.0,-227.0,9.72,-9.72,1.31,4.42,1.64,3.74,-4180.0,1790.0,-342.0,-142.0,13000.0,-26300.0,13400.0,145.0,725.0,1300.0,1640.0,203.0,221.0,39.0,4.2,5.52,0.0906,-4.2,-5.81,-4.8,-2.09,11.0,0.762,1.6,2.51E-4
CCC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3890.0,-30400.0,26500.0,-308.0,9.78,-9.77,1.04,2.27,0.807,2.33,-5870.0,2530.0,-555.0,-234.0,26000.0,-52200.0,26500.0,229.0,1630.0,3320.0,4070.0,289.0,353.0,59.0,4.37,5.41,0.0925,-4.37,-8.87,-7.49,-3.33,10.8,0.808,1.76,5.13E-4
CCC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3890.0,-30300.0,26400.0,-307.0,9.69,-9.69,1.13,4.52,1.0,4.07,-5860.0,2530.0,-555.0,-234.0,25800.0,-52000.0,26400.0,229.0,1800.0,3230.0,4060.0,292.0,353.0,59.0,4.28,5.41,0.0925,-4.28,-8.83,-7.51,-3.32,10.8,0.792,1.7,3.27E-4
C\C(O)=N/[C@H]1[C@H](OC2=CC=C(F)C=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-4390.0,-31100.0,26700.0,-286.0,9.56,-9.56,-0.422,3.96,1.41,3.74,-6710.0,2860.0,-540.0,-225.0,26200.0,-52700.0,26700.0,224.0,2430.0,3970.0,5990.0,303.0,350.0,61.0,4.99,4.57,0.109,-4.99,-10.1,-8.4,-3.75,9.13,1.09,2.72,0.00269
