SMILES,TotalEnergy,ElectronicEnergy,CoreRepulsion,FinalHeat,IonisationPotential,HomoEnergy,LumoEnergy,DipolPointCharge,DipolHybrid,DipolSum,ElectronNuclear,ElectronElectron,ResonanceEnergy,ExchangeEnergy,ElectronElectronRepulsion,ElectronNuclearAttraction,NuclearNuclearRepulsion,TotalElectrostaticInteraction,PrincipalMomentsInertiaA,PrincipalMomentsInertiaB,PrincipalMomentsInertiaC,CosmoArea,CosmoVolume,NumberFilledLevels,MullikenElectronegativity,AbsoluteHardness:,AbsoluteSoftness:,SchuurmannMOShiftAlpha,TotalElectrophilicDelocalizability,TotalNucleophilicDelocalizability,TotalSelfPolarizability,HomoLumoGap,HomoLumoFraction,Electrophilicity,PolarizabilityAnisotropy
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(F)C=C1,-4390.0,-30900.0,26600.0,-288.0,9.43,-9.43,-0.424,3.08,1.29,1.99,-6700.0,2860.0,-544.0,-226.0,26000.0,-52300.0,26600.0,226.0,2640.0,4090.0,5830.0,307.0,350.0,61.0,4.93,4.5,0.111,-4.93,-9.84,-8.62,-3.71,9.01,1.09,2.7,9.59E-4
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=CC=C1C=O,-4350.0,-33100.0,28700.0,-277.0,9.4,-9.4,-0.478,3.78,1.38,5.02,-6600.0,2830.0,-578.0,-241.0,28200.0,-56600.0,28700.0,239.0,1980.0,4530.0,5500.0,305.0,370.0,63.0,4.94,4.46,0.112,-4.94,-10.6,-8.9,-3.9,8.93,1.11,2.73,0.00358
C\C(O)=N\[C@H]1[C@H](OC2=CC=CC=C2C=O)O[C@H](CO)[C@@H](O)[C@H]1O,-4350.0,-32700.0,28300.0,-269.0,9.8,-9.8,-0.763,3.74,1.23,3.79,-6610.0,2830.0,-574.0,-240.0,27800.0,-55900.0,28300.0,238.0,2840.0,3890.0,5640.0,319.0,370.0,63.0,5.28,4.52,0.111,-5.28,-10.9,-8.75,-3.96,9.04,1.17,3.09,0.00132
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=C(C=O)C=C1,-4350.0,-31900.0,27500.0,-274.0,9.62,-9.62,-0.663,4.25,1.45,4.29,-6600.0,2830.0,-578.0,-241.0,26900.0,-54200.0,27500.0,239.0,2680.0,5090.0,7270.0,323.0,368.0,63.0,5.14,4.48,0.112,-5.14,-10.7,-8.91,-4.01,8.96,1.15,2.95,0.0044
C\C(O)=N/[C@H]1[C@H](OC2=CC=C(C=O)C=C2)O[C@H](CO)[C@@H](O)[C@H]1O,-4350.0,-32000.0,27700.0,-269.0,9.76,-9.76,-0.731,5.74,0.974,5.68,-6600.0,2830.0,-574.0,-240.0,27100.0,-54500.0,27700.0,238.0,2580.0,4890.0,7020.0,324.0,370.0,63.0,5.25,4.52,0.111,-5.25,-10.8,-8.79,-3.98,9.03,1.16,3.05,0.00493
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=CC=CC=C1C,-4080.0,-31200.0,27100.0,-256.0,9.0,-9.0,0.215,6.29,0.862,6.93,-6150.0,2640.0,-577.0,-242.0,26600.0,-53400.0,27100.0,239.0,2460.0,3530.0,5260.0,312.0,369.0,61.0,4.39,4.61,0.109,-4.39,-9.63,-8.98,-3.81,9.22,0.953,2.09,0.0011
C\C(O)=N/[C@H]1[C@H](OC2=CC=CC=C2C)O[C@H](CO)[C@@H](O)[C@H]1O,-4080.0,-31300.0,27300.0,-249.0,9.3,-9.3,0.069,2.84,1.13,3.44,-6150.0,2640.0,-573.0,-241.0,26700.0,-53700.0,27300.0,237.0,2620.0,3160.0,5190.0,305.0,360.0,61.0,4.62,4.68,0.107,-4.62,-9.83,-8.74,-3.85,9.37,0.985,2.27,0.0019
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N,-2730.0,-16200.0,13500.0,-225.0,9.68,-9.68,1.51,3.91,1.49,3.16,-4180.0,1790.0,-342.0,-142.0,13100.0,-26400.0,13500.0,146.0,883.0,1070.0,1530.0,201.0,222.0,39.0,4.08,5.59,0.0894,-4.08,-5.74,-4.85,-2.09,11.2,0.73,1.49,1.49E-4
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N,-2730.0,-16200.0,13500.0,-225.0,9.79,-9.79,1.54,1.87,1.09,1.13,-4180.0,1790.0,-342.0,-142.0,13100.0,-26400.0,13500.0,145.0,753.0,1200.0,1570.0,200.0,222.0,39.0,4.12,5.66,0.0883,-4.12,-5.73,-4.88,-2.08,11.3,0.729,1.5,4.45E-4
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3290.0,-21500.0,18200.0,-274.0,9.81,-9.81,1.0,2.69,1.1,2.84,-5050.0,2170.0,-415.0,-172.0,17700.0,-35700.0,18200.0,173.0,1100.0,2010.0,2570.0,237.0,267.0,47.0,4.4,5.41,0.0925,-4.4,-7.16,-6.04,-2.56,10.8,0.814,1.79,0.00105
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-3290.0,-21300.0,18000.0,-275.0,10.0,-10.0,1.05,3.12,1.67,2.35,-5050.0,2170.0,-412.0,-171.0,17600.0,-35500.0,18000.0,172.0,888.0,2380.0,2780.0,240.0,266.0,47.0,4.49,5.53,0.0904,-4.49,-7.2,-5.94,-2.6,11.1,0.811,1.82,0.00113
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-4340.0,-35200.0,30800.0,-314.0,9.81,-9.81,1.15,1.54,1.07,1.94,-6470.0,2790.0,-659.0,-281.0,30200.0,-60800.0,30800.0,275.0,2240.0,7250.0,8250.0,362.0,425.0,68.0,4.33,5.48,0.0912,-4.33,-10.1,-8.66,-3.89,11.0,0.79,1.71,5.07E-4
CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-4340.0,-35800.0,31500.0,-299.0,9.99,-9.99,1.05,3.55,0.77,3.68,-6460.0,2780.0,-656.0,-281.0,30900.0,-62100.0,31500.0,275.0,2710.0,5580.0,7260.0,351.0,422.0,68.0,4.47,5.52,0.0906,-4.47,-10.3,-8.52,-3.94,11.0,0.81,1.81,3.42E-4
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1\N=C\O)C1=CC=CC=C1,-4060.0,-30300.0,26300.0,-214.0,9.82,-9.82,-0.013,1.78,1.08,2.82,-6100.0,2600.0,-560.0,-236.0,25800.0,-51800.0,26300.0,237.0,1570.0,5270.0,5360.0,303.0,346.0,60.0,4.91,4.9,0.102,-4.91,-10.1,-8.53,-3.9,9.8,1.0,2.46,7.08E-4
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1NC=O)C1=CC=CC=C1,-4060.0,-30300.0,26200.0,-218.0,9.62,-9.62,-0.121,2.31,0.689,2.94,-6090.0,2600.0,-564.0,-237.0,25700.0,-51700.0,26200.0,238.0,1790.0,4940.0,5320.0,308.0,351.0,60.0,4.87,4.75,0.105,-4.87,-10.1,-8.57,-3.85,9.49,1.03,2.5,2.71E-4
CO[C@@H]1O[C@@H]2CO[C@H](CC3=CC=CC=C3)O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-],-4130.0,-31800.0,27700.0,-111.0,9.61,-9.61,0.064,3.67,0.772,4.29,-6130.0,2590.0,-591.0,-248.0,27200.0,-54700.0,27700.0,252.0,2060.0,4910.0,5740.0,317.0,373.0,62.0,4.77,4.84,0.103,-4.77,-10.1,-9.52,-4.11,9.67,0.987,2.35,3.3E-5
CO[C@@H]1O[C@@H]2CO[C@H](CC3=CC=CC=C3)O[C@H]2[C@@H](O)[C@H]1N=[N+]=[N-],-4130.0,-31300.0,27200.0,-111.0,9.66,-9.66,0.068,3.63,0.692,4.18,-6130.0,2590.0,-591.0,-248.0,26700.0,-53600.0,27200.0,252.0,1680.0,6100.0,7030.0,323.0,367.0,62.0,4.79,4.86,0.103,-4.79,-10.1,-9.53,-4.17,9.72,0.986,2.36,0.00297
CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(/O)C1=CC=CC=C1,-5330.0,-41800.0,36500.0,-309.0,9.64,-9.64,-0.687,2.92,0.713,3.57,-7940.0,3340.0,-669.0,-290.0,35800.0,-72100.0,36500.0,229.0,3330.0,5980.0,7440.0,348.0,426.0,73.0,5.16,4.47,0.112,-5.16,-11.4,-9.63,-4.28,8.95,1.15,2.98,0.00413
CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(/O)C1=CC=CC=C1,-5330.0,-41300.0,36000.0,-311.0,9.63,-9.64,-0.872,2.5,0.704,2.86,-7940.0,3340.0,-669.0,-290.0,35300.0,-71000.0,36000.0,228.0,3760.0,5950.0,7850.0,357.0,431.0,73.0,5.25,4.38,0.114,-5.25,-11.5,-9.56,-4.26,8.76,1.2,3.15,0.00405
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(/O)C1=CC=CC=C1)C1=CC=CC=C1,-6120.0,-52300.0,46100.0,-249.0,9.71,-9.71,-0.498,3.48,1.38,4.69,-9000.0,3770.0,-820.0,-359.0,45400.0,-91200.0,46100.0,286.0,4000.0,11100.0,12500.0,419.0,508.0,86.0,5.1,4.61,0.109,-5.1,-13.7,-12.6,-5.52,9.21,1.11,2.83,0.00304
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(/O)C1=CC=CC=C1)C1=CC=CC=C1,-6120.0,-52500.0,46400.0,-248.0,9.66,-9.66,-0.64,3.69,1.13,4.12,-9000.0,3770.0,-820.0,-359.0,45600.0,-91700.0,46400.0,286.0,3830.0,11300.0,12000.0,417.0,510.0,86.0,5.15,4.51,0.111,-5.15,-13.8,-12.5,-5.51,9.02,1.14,2.94,0.00507
CO[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(\O)C1=CC=CC=C1)C1=CC=CC=C1,-6120.0,-51800.0,45700.0,-244.0,9.56,-9.56,-0.718,2.78,0.947,3.26,-8990.0,3760.0,-820.0,-359.0,44900.0,-90300.0,45700.0,287.0,3520.0,11900.0,13600.0,420.0,517.0,86.0,5.14,4.42,0.113,-5.14,-13.8,-12.5,-5.5,8.84,1.16,2.99,0.00463
CO[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O[S](C)(=O)=O)[C@H]1\N=C(\O)C1=CC=CC=C1)C1=CC=CC=C1,-6120.0,-51700.0,45600.0,-246.0,9.55,-9.55,-0.522,2.9,1.46,4.08,-9000.0,3760.0,-820.0,-359.0,44800.0,-90100.0,45600.0,287.0,3410.0,12100.0,14300.0,422.0,511.0,86.0,5.04,4.52,0.111,-5.04,-13.7,-12.7,-5.55,9.03,1.12,2.81,0.00602
C[NH2+][C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC,-2890.0,-18100.0,15200.0,-204.0,7.71,-9.78,-3.66,5.84,1.65,6.15,-4400.0,1890.0,-381.0,-159.0,14800.0,-29900.0,15200.0,162.0,827.0,1720.0,2160.0,227.0,251.0,42.0,6.72,3.06,0.163,-6.72,-8.8,-4.3,-2.36,6.12,2.2,7.38,0.0136
CN[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OC,-2880.0,-18000.0,15100.0,-229.0,9.29,-9.29,1.3,3.86,1.89,4.34,-4380.0,1880.0,-376.0,-158.0,14700.0,-29700.0,15100.0,160.0,867.0,1530.0,1950.0,220.0,244.0,42.0,4.0,5.3,0.0944,-4.0,-6.07,-5.37,-2.27,10.6,0.754,1.51,3.03E-4
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N1C(=O)C2=CC=CC=C2C1=O,-4320.0,-33000.0,28700.0,-259.0,10.1,-10.1,-1.45,3.69,0.643,4.18,-6560.0,2800.0,-567.0,-236.0,28200.0,-56600.0,28700.0,236.0,1540.0,4690.0,5000.0,294.0,348.0,62.0,5.76,4.31,0.116,-5.76,-11.6,-8.4,-3.97,8.62,1.34,3.85,0.00487
CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1[NH+]1C(=O)C2=CC=CC=C2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H]2OC(=O)N[C@@H]12,-3120.0,-19000.0,15900.0,-251.0,10.1,-10.1,0.685,7.59,1.18,7.47,-4790.0,2040.0,-370.0,-152.0,15500.0,-31300.0,15900.0,157.0,939.0,1580.0,2030.0,214.0,236.0,43.0,4.72,5.4,0.0926,-4.72,-6.74,-5.67,-2.41,10.8,0.873,2.06,0.00106
CO[C@H]1O[C@H](CO)[C@@H](O)[C@H]2OC(O)=N[C@@H]12,-3120.0,-18900.0,15700.0,-228.0,9.96,-9.96,0.515,1.77,1.35,0.87,-4800.0,2040.0,-364.0,-151.0,15400.0,-30900.0,15700.0,155.0,927.0,1640.0,2120.0,217.0,234.0,43.0,4.72,5.24,0.0955,-4.72,-6.83,-5.63,-2.39,10.5,0.902,2.13,1.97E-4
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N=[N+]=[N-],-3070.0,-18800.0,15700.0,-156.0,9.93,-9.93,-0.108,2.85,1.05,2.8,-4670.0,1970.0,-373.0,-152.0,15300.0,-30800.0,15700.0,160.0,839.0,1790.0,2210.0,218.0,244.0,43.0,5.02,4.91,0.102,-5.02,-6.89,-5.68,-2.46,9.82,1.02,2.56,9.91E-4
CO[C@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1N=[N+]=[N-],-3070.0,-18800.0,15700.0,-156.0,9.92,-9.93,-0.108,2.85,1.05,2.81,-4670.0,1970.0,-373.0,-152.0,15300.0,-30800.0,15700.0,160.0,839.0,1790.0,2210.0,218.0,243.0,43.0,5.02,4.91,0.102,-5.02,-6.89,-5.68,-2.47,9.82,1.02,2.56,9.91E-4
COC[C@H]1O[C@@H](O)[C@H](N)[C@H](OC)[C@@H]1OC,-3020.0,-19600.0,16600.0,-202.0,9.32,-9.32,1.53,3.87,0.869,4.56,-4560.0,1940.0,-412.0,-174.0,16300.0,-32700.0,16600.0,179.0,1160.0,1760.0,2500.0,244.0,268.0,45.0,3.9,5.43,0.0921,-3.9,-6.52,-5.79,-2.43,10.9,0.718,1.4,3.51E-4
COC[C@H]1O[C@@H](O)[C@H](N)[C@H](OC)[C@@H]1OC,-3020.0,-19700.0,16700.0,-208.0,9.46,-9.46,1.52,4.28,0.702,4.73,-4560.0,1940.0,-412.0,-174.0,16400.0,-32900.0,16700.0,179.0,1300.0,1550.0,2360.0,242.0,271.0,45.0,3.97,5.49,0.0911,-3.97,-6.57,-5.72,-2.47,11.0,0.724,1.44,5.46E-4
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1\N=C(/C)O)C1=CC=CC=C1,-4210.0,-32600.0,28400.0,-224.0,9.74,-9.74,-0.057,2.82,1.09,3.37,-6300.0,2690.0,-595.0,-252.0,27900.0,-56000.0,28400.0,250.0,1680.0,5960.0,6010.0,318.0,367.0,63.0,4.9,4.84,0.103,-4.9,-10.6,-8.92,-4.09,9.68,1.01,2.48,9.51E-4
CO[C@@H]1O[C@@H]2CO[C@@H](O[C@H]2[C@@H](O)[C@H]1\N=C(/C)O)C1=CC=CC=C1,-4210.0,-32400.0,28200.0,-224.0,9.77,-9.77,0.026,1.97,1.11,2.92,-6300.0,2690.0,-595.0,-252.0,27700.0,-55700.0,28200.0,250.0,1700.0,6020.0,6190.0,322.0,365.0,63.0,4.87,4.9,0.102,-4.87,-10.6,-8.89,-4.05,9.79,0.995,2.42,9.06E-4
CCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3590.0,-25600.0,22000.0,-289.0,9.75,-9.75,1.14,1.47,0.989,2.32,-5450.0,2340.0,-485.0,-203.0,21600.0,-43400.0,22000.0,202.0,1730.0,2360.0,3190.0,270.0,317.0,53.0,4.3,5.45,0.0918,-4.3,-7.95,-6.81,-2.96,10.9,0.79,1.7,7.76E-4
CCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-3590.0,-25600.0,22000.0,-283.0,10.1,-10.1,0.994,2.43,0.875,2.23,-5460.0,2350.0,-482.0,-202.0,21600.0,-43400.0,22000.0,201.0,1260.0,3060.0,3320.0,268.0,310.0,53.0,4.53,5.52,0.0905,-4.53,-8.12,-6.64,-2.96,11.0,0.82,1.86,7.96E-4
CCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-4040.0,-32100.0,28000.0,-297.0,10.0,-10.0,0.548,2.83,1.3,4.13,-6060.0,2610.0,-587.0,-250.0,27500.0,-55200.0,28000.0,246.0,1960.0,4200.0,4620.0,309.0,380.0,62.0,4.74,5.28,0.0946,-4.74,-9.65,-7.58,-3.57,10.6,0.896,2.12,8.04E-4
CCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(/C)O,-4040.0,-32000.0,28000.0,-290.0,10.0,-10.0,1.05,3.45,0.777,3.66,-6060.0,2610.0,-586.0,-250.0,27400.0,-55100.0,28000.0,245.0,1740.0,4640.0,4860.0,309.0,375.0,62.0,4.47,5.52,0.0905,-4.47,-9.42,-7.76,-3.56,11.0,0.809,1.81,0.00115
C\C(O)=N\[C@H]1[C@@H](OCC=C)O[C@H](CO)[C@@H](O)[C@H]1O,-3570.0,-24700.0,21100.0,-250.0,10.1,-10.1,0.666,3.53,1.35,4.28,-5420.0,2330.0,-468.0,-197.0,20600.0,-41500.0,21100.0,196.0,1440.0,2840.0,3320.0,270.0,308.0,52.0,4.69,5.36,0.0933,-4.69,-8.27,-6.72,-3.01,10.7,0.876,2.05,0.00164
CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OCC=C,-3570.0,-24500.0,21000.0,-254.0,9.72,-9.72,0.836,2.27,1.55,3.27,-5420.0,2330.0,-471.0,-198.0,20500.0,-41300.0,21000.0,197.0,1880.0,2280.0,3620.0,275.0,313.0,52.0,4.44,5.28,0.0948,-4.44,-8.0,-6.97,-3.0,10.6,0.842,1.87,0.00121
CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-3440.0,-23200.0,19800.0,-276.0,10.0,-10.0,0.542,2.96,1.27,4.23,-5250.0,2250.0,-447.0,-187.0,19400.0,-39000.0,19800.0,187.0,1340.0,2410.0,3050.0,257.0,292.0,50.0,4.74,5.28,0.0947,-4.74,-7.9,-6.1,-2.73,10.6,0.897,2.13,0.00113
CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-3440.0,-23100.0,19700.0,-276.0,10.0,-10.0,0.688,4.06,1.17,5.11,-5250.0,2260.0,-446.0,-187.0,19200.0,-38700.0,19700.0,186.0,1430.0,2320.0,3350.0,263.0,290.0,50.0,4.67,5.36,0.0933,-4.67,-7.82,-6.16,-2.79,10.7,0.872,2.04,0.00193
C\C(O)=N\[C@H]1[C@H](OCC#C)O[C@H](CO)[C@@H](O)[C@H]1O,-3540.0,-24400.0,20900.0,-219.0,9.84,-9.84,0.593,1.05,1.5,2.19,-5400.0,2310.0,-455.0,-191.0,20400.0,-41100.0,20900.0,190.0,1150.0,2830.0,3010.0,258.0,297.0,51.0,4.63,5.22,0.0958,-4.63,-8.22,-6.87,-2.99,10.4,0.886,2.05,0.00279
C\C(O)=N/[C@H]1[C@H](OCC#C)O[C@H](CO)[C@@H](O)[C@H]1O,-3540.0,-24300.0,20700.0,-225.0,10.0,-10.0,0.656,2.93,1.03,3.2,-5400.0,2320.0,-455.0,-191.0,20300.0,-40800.0,20700.0,189.0,1190.0,2770.0,3190.0,257.0,295.0,51.0,4.67,5.33,0.0938,-4.67,-8.3,-6.78,-3.04,10.7,0.877,2.05,0.00184
CCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3890.0,-30300.0,26400.0,-301.0,9.79,-9.79,1.01,2.46,0.891,3.17,-5860.0,2520.0,-554.0,-234.0,25900.0,-52100.0,26400.0,231.0,2340.0,2650.0,3660.0,292.0,357.0,59.0,4.39,5.4,0.0926,-4.39,-8.89,-7.49,-3.33,10.8,0.812,1.78,2.85E-4
CCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1\N=C(\C)O,-3890.0,-29800.0,25900.0,-290.0,9.77,-9.77,1.28,1.21,1.59,2.2,-5860.0,2520.0,-552.0,-234.0,25300.0,-51000.0,25900.0,231.0,1340.0,4470.0,4730.0,297.0,350.0,59.0,4.25,5.53,0.0905,-4.25,-8.77,-7.6,-3.33,11.1,0.768,1.63,7.66E-4
CCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3740.0,-27300.0,23500.0,-296.0,9.84,-9.84,1.1,0.697,0.915,1.3,-5660.0,2430.0,-520.0,-219.0,23000.0,-46400.0,23500.0,217.0,1960.0,3110.0,4080.0,293.0,336.0,56.0,4.37,5.47,0.0914,-4.37,-8.4,-7.13,-3.11,10.9,0.798,1.74,4.64E-4
CCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1NC(C)=O,-3740.0,-27300.0,23600.0,-298.0,9.85,-9.85,1.0,2.83,0.806,2.68,-5660.0,2440.0,-519.0,-219.0,23100.0,-46400.0,23600.0,216.0,1340.0,3890.0,4470.0,289.0,334.0,56.0,4.42,5.43,0.0921,-4.42,-8.44,-7.11,-3.1,10.9,0.815,1.8,8.73E-4
CCO[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1[NH3+])C([O-])=O,-3140.0,-19900.0,16700.0,-235.0,8.18,-8.18,-0.12,13.5,1.91,15.2,-4860.0,2090.0,-381.0,-156.0,16300.0,-32900.0,16700.0,159.0,879.0,1600.0,1850.0,213.0,239.0,44.0,4.15,4.03,0.124,-4.15,-7.14,-5.63,-2.32,8.06,1.03,2.14,8.4E-4
CCO[C@@H]1O[C@@H]([C@@H](O)[C@@H](O)[C@H]1N)C([O-])=O,-3130.0,-18700.0,15600.0,-243.0,8.43,-9.56,-3.94,3.73,1.66,3.39,-4800.0,2050.0,-375.0,-154.0,15200.0,-30700.0,15600.0,160.0,1050.0,1790.0,2210.0,224.0,254.0,43.0,6.75,2.81,0.178,-6.75,-8.71,-4.95,-2.45,5.62,2.4,8.11,0.00102
CO[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O)[C@H]1NC(C)=O)C1=CC=CC=C1,-4210.0,-31800.0,27600.0,-228.0,9.52,-9.52,0.004,2.49,0.783,3.24,-6300.0,2690.0,-599.0,-253.0,27100.0,-54500.0,27600.0,251.0,1550.0,6630.0,7750.0,334.0,373.0,63.0,4.76,4.76,0.105,-4.76,-10.5,-9.0,-4.08,9.53,0.999,2.38,0.00362
CO[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H](O)[C@H]1NC(C)=O)C1=CC=CC=C1,-4210.0,-31800.0,27600.0,-228.0,9.52,-9.52,0.004,2.5,0.783,3.25,-6300.0,2690.0,-599.0,-253.0,27100.0,-54500.0,27600.0,251.0,1550.0,6630.0,7750.0,334.0,374.0,63.0,4.76,4.76,0.105,-4.76,-10.5,-9.01,-4.01,9.53,0.999,2.38,0.00363
